pays,zone,annee,culture,production_tonnes,surface_ha,rendement_kg_ha,valeur_production_kUSD
Brésil,Amériques tropicales,2004,Girofle,16707.0,12803.0,1304.9,75179.3
Brésil,Amériques tropicales,2004,Noix de coco,2517425.0,439429.0,5728.9,1384583.8
Inde,Asie tropicale,2004,Canne à sucre,328695800.0,4542654.0,72357.7,92034824.1
Inde,Asie tropicale,2004,Vanille,213.0,310.0,687.6,8523.6
Inde,Asie tropicale,2004,Café,,,,
Inde,Asie tropicale,2004,Girofle,77816.0,52450.0,1483.6,350171.5
Inde,Asie tropicale,2004,Noix de coco,15600556.0,2485820.0,6275.8,8580305.9
Thaïlande,Asie tropicale,2004,Canne à sucre,89302693.0,1256628.0,71065.4,25004753.9
Thaïlande,Asie tropicale,2004,Vanille,40.0,87.0,467.1,1617.9
Thaïlande,Asie tropicale,2004,Café,32085.0,52447.0,611.8,89837.8
Thaïlande,Asie tropicale,2004,Girofle,529.0,636.0,832.3,2381.6
Thaïlande,Asie tropicale,2004,Noix de coco,,,,
Indonésie,Asie tropicale,2004,Canne à sucre,35301125.0,548791.0,64325.3,9884315.1
Indonésie,Asie tropicale,2004,Vanille,2176.0,3408.0,638.5,87048.6
Indonésie,Asie tropicale,2004,Café,696989.0,1017472.0,685.0,1951568.0
Indonésie,Asie tropicale,2004,Girofle,114387.0,84152.0,1359.3,514741.5
Indonésie,Asie tropicale,2004,Noix de coco,16063617.0,2680152.0,5993.5,8834989.3
Malaisie,Asie tropicale,2004,Canne à sucre,841801.0,9431.0,89260.3,235704.2
Malaisie,Asie tropicale,2004,Vanille,13.0,26.0,501.6,526.7
Malaisie,Asie tropicale,2004,Café,17406.0,32087.0,542.5,48736.6
Malaisie,Asie tropicale,2004,Girofle,1075.0,955.0,1125.9,4838.1
Malaisie,Asie tropicale,2004,Noix de coco,549531.0,77348.0,7104.7,302242.0
Madagascar,Afrique de l'Est,2005,Canne à sucre,2551978.0,43016.0,59326.9,714553.9
Madagascar,Afrique de l'Est,2005,Vanille,2743.0,3708.0,739.6,109715.3
Madagascar,Afrique de l'Est,2005,Café,53519.0,147262.0,363.4,149853.7
Madagascar,Afrique de l'Est,2005,Girofle,14986.0,13173.0,1137.6,67435.7
Madagascar,Afrique de l'Est,2005,Noix de coco,98275.0,29271.0,3357.5,54051.5
Mozambique,Afrique de l'Est,2005,Canne à sucre,3772868.0,60969.0,61881.7,1056403.1
Mozambique,Afrique de l'Est,2005,Vanille,117.0,283.0,413.9,4677.6
Mozambique,Afrique de l'Est,2005,Café,21001.0,71499.0,293.7,58801.7
Mozambique,Afrique de l'Est,2005,Girofle,2224.0,2253.0,987.2,10009.0
Mozambique,Afrique de l'Est,2005,Noix de coco,23037.0,7623.0,3021.9,12670.4
Kenya,Afrique de l'Est,2005,Canne à sucre,5337165.0,75936.0,70285.5,1494406.1
Kenya,Afrique de l'Est,2005,Vanille,77.0,205.0,378.5,3098.0
Kenya,Afrique de l'Est,2005,Café,52646.0,86555.0,608.2,147408.7
Kenya,Afrique de l'Est,2005,Girofle,827.0,1255.0,659.6,3723.5
Kenya,Afrique de l'Est,2005,Noix de coco,155927.0,32098.0,4857.8,85759.8
Tanzania,Afrique de l'Est,2005,Canne à sucre,2393919.0,40877.0,58563.6,670297.4
Tanzania,Afrique de l'Est,2005,Vanille,208.0,475.0,437.5,8309.7
Tanzania,Afrique de l'Est,2005,Café,53107.0,115115.0,461.3,148699.4
Tanzania,Afrique de l'Est,2005,Girofle,12898.0,12338.0,1045.4,58042.7
Tanzania,Afrique de l'Est,2005,Noix de coco,598404.0,118321.0,5057.5,329122.0
Uganda,Afrique de l'Est,2005,Canne à sucre,2106450.0,39032.0,53967.6,589806.1
Uganda,Afrique de l'Est,2005,Vanille,62.0,169.0,366.7,2471.9
Uganda,Afrique de l'Est,2005,Café,,,,
Uganda,Afrique de l'Est,2005,Girofle,217.0,340.0,640.3,978.4
Uganda,Afrique de l'Est,2005,Noix de coco,,,,
Ethiopia,Afrique de l'Est,2005,Canne à sucre,1239685.0,18880.0,65663.0,347111.8
Ethiopia,Afrique de l'Est,2005,Vanille,30.0,95.0,316.5,1203.5
Ethiopia,Afrique de l'Est,2005,Café,492151.0,703475.0,699.6,1378022.0
Ethiopia,Afrique de l'Est,2005,Girofle,107.0,207.0,515.2,480.3
Maurice,Océan Indien,2005,Canne à sucre,3744791.0,53797.0,69609.2,1048541.6
Maurice,Océan Indien,2005,Vanille,10.0,19.0,513.3,387.8
Maurice,Océan Indien,2005,Girofle,207.0,243.0,852.6,931.5
Maurice,Océan Indien,2005,Noix de coco,8123.0,1365.0,5949.2,4467.5
Comores,Océan Indien,2005,Canne à sucre,15375.0,316.0,48583.1,4305.0
Comores,Océan Indien,2005,Vanille,360.0,588.0,611.9,14392.6
Comores,Océan Indien,2005,Café,5210.0,15597.0,334.0,14587.3
Comores,Océan Indien,2005,Girofle,8245.0,7645.0,1078.5,37100.4
Comores,Océan Indien,2005,Noix de coco,55146.0,11335.0,4865.3,30330.5
Seychelles,Océan Indien,2005,Vanille,5.0,10.0,460.2,184.1
Seychelles,Océan Indien,2005,Girofle,57.0,67.0,846.0,256.8
Seychelles,Océan Indien,2005,Noix de coco,3739.0,603.0,6199.9,2056.4
Réunion,Océan Indien,2005,Canne à sucre,1736063.0,24141.0,71913.7,486097.6
Réunion,Océan Indien,2005,Vanille,,,,
Réunion,Océan Indien,2005,Café,493.0,1079.0,456.5,1379.4
Réunion,Océan Indien,2005,Girofle,33.0,38.0,869.0,148.6
Réunion,Océan Indien,2005,Noix de coco,6355.0,1098.0,5788.2,3495.2
Brésil,Amériques tropicales,2005,Canne à sucre,730908744.0,9847940.0,74219.5,204654448.4
Brésil,Amériques tropicales,2005,Vanille,151.0,286.0,526.6,6031.8
Brésil,Amériques tropicales,2005,Café,3214818.0,2517891.0,1276.8,9001489.2
Brésil,Amériques tropicales,2005,Girofle,17285.0,13268.0,1302.7,77780.3
Brésil,Amériques tropicales,2005,Noix de coco,3133058.0,565027.0,5545.0,1723181.8
Inde,Asie tropicale,2005,Canne à sucre,349200600.0,4779127.0,73067.9,97776168.1
Inde,Asie tropicale,2005,Vanille,208.0,308.0,675.1,8317.7
Inde,Asie tropicale,2005,Café,365439.0,440270.0,830.0,1023229.9
Inde,Asie tropicale,2005,Girofle,77861.0,53013.0,1468.7,350376.7
Inde,Asie tropicale,2005,Noix de coco,14814468.0,2388641.0,6202.0,8147957.2
Thaïlande,Asie tropicale,2005,Canne à sucre,93699800.0,1405484.0,66667.3,26235943.9
Thaïlande,Asie tropicale,2005,Vanille,44.0,93.0,468.3,1748.9
Thaïlande,Asie tropicale,2005,Café,28866.0,46431.0,621.7,80825.7
Thaïlande,Asie tropicale,2005,Girofle,505.0,593.0,850.8,2271.9
Thaïlande,Asie tropicale,2005,Noix de coco,1202744.0,216772.0,5548.4,661509.2
Indonésie,Asie tropicale,2005,Canne à sucre,36890762.0,579653.0,63642.8,10329413.5
Indonésie,Asie tropicale,2005,Vanille,2016.0,3143.0,641.4,80631.2
Indonésie,Asie tropicale,2005,Café,814598.0,1202604.0,677.4,2280875.4
Indonésie,Asie tropicale,2005,Girofle,110388.0,79325.0,1391.6,496743.9
Indonésie,Asie tropicale,2005,Noix de coco,19048150.0,3121318.0,6102.6,10476482.6
Malaisie,Asie tropicale,2005,Canne à sucre,862752.0,9073.0,95094.7,241570.6
Malaisie,Asie tropicale,2005,Vanille,15.0,30.0,490.6,598.3
Malaisie,Asie tropicale,2005,Café,17539.0,31847.0,550.7,49110.3
Malaisie,Asie tropicale,2005,Girofle,1279.0,1102.0,1160.7,5753.9
Malaisie,Asie tropicale,2005,Noix de coco,494137.0,69708.0,7088.6,271775.3
Madagascar,Afrique de l'Est,2006,Canne à sucre,2655109.0,49703.0,53419.8,743430.5
Madagascar,Afrique de l'Est,2006,Vanille,3236.0,4692.0,689.6,129434.4
Madagascar,Afrique de l'Est,2006,Café,57484.0,169391.0,339.4,160954.8
Madagascar,Afrique de l'Est,2006,Girofle,16181.0,13463.0,1201.8,72812.4
Madagascar,Afrique de l'Est,2006,Noix de coco,101145.0,27364.0,3696.3,55629.8
Mozambique,Afrique de l'Est,2006,Canne à sucre,3883112.0,65409.0,59366.7,1087271.3
Mozambique,Afrique de l'Est,2006,Vanille,131.0,322.0,405.7,5225.7
Mozambique,Afrique de l'Est,2006,Café,23526.0,87842.0,267.8,65872.0
Mozambique,Afrique de l'Est,2006,Girofle,2175.0,2493.0,872.7,9789.4
Mozambique,Afrique de l'Est,2006,Noix de coco,21024.0,6886.0,3053.3,11563.0
Kenya,Afrique de l'Est,2006,Canne à sucre,5221374.0,66802.0,78162.0,1461984.8
Kenya,Afrique de l'Est,2006,Vanille,86.0,201.0,426.4,3435.0
Kenya,Afrique de l'Est,2006,Café,51239.0,84233.0,608.3,143470.4
Kenya,Afrique de l'Est,2006,Girofle,845.0,1193.0,708.4,3803.0
Kenya,Afrique de l'Est,2006,Noix de coco,,,,
Tanzania,Afrique de l'Est,2006,Canne à sucre,2370857.0,37654.0,62964.3,663839.8
Tanzania,Afrique de l'Est,2006,Vanille,203.0,463.0,438.4,8123.1
Tanzania,Afrique de l'Est,2006,Café,58044.0,141328.0,410.7,162522.4
Tanzania,Afrique de l'Est,2006,Girofle,11806.0,10291.0,1147.3,53128.5
Tanzania,Afrique de l'Est,2006,Noix de coco,585759.0,105228.0,5566.6,322167.7
Uganda,Afrique de l'Est,2006,Canne à sucre,1872552.0,36611.0,51147.6,524314.6
Uganda,Afrique de l'Est,2006,Vanille,60.0,157.0,383.2,2402.6
Uganda,Afrique de l'Est,2006,Café,305006.0,451103.0,676.1,854016.0
Uganda,Afrique de l'Est,2006,Girofle,221.0,333.0,664.9,996.6
Uganda,Afrique de l'Est,2006,Noix de coco,14801.0,4362.0,3393.2,8140.8
Ethiopia,Afrique de l'Est,2006,Canne à sucre,1301902.0,20513.0,63467.3,364532.5
Ethiopia,Afrique de l'Est,2006,Vanille,31.0,96.0,325.4,1249.1
Ethiopia,Afrique de l'Est,2006,Café,476869.0,648684.0,735.1,1335234.1
Ethiopia,Afrique de l'Est,2006,Girofle,107.0,214.0,500.5,481.5
Maurice,Océan Indien,2006,Canne à sucre,3782574.0,48540.0,77926.3,1059120.8
Maurice,Océan Indien,2006,Vanille,9.0,17.0,532.2,362.7
Maurice,Océan Indien,2006,Girofle,,,,
Maurice,Océan Indien,2006,Noix de coco,8863.0,1545.0,5735.3,4874.4
Comores,Océan Indien,2006,Canne à sucre,,,,
Comores,Océan Indien,2006,Vanille,401.0,671.0,597.0,16029.3
Comores,Océan Indien,2006,Café,5247.0,16294.0,322.0,14690.2
Comores,Océan Indien,2006,Girofle,8683.0,8498.0,1021.8,39074.3
Comores,Océan Indien,2006,Noix de coco,,,,
Seychelles,Océan Indien,2006,Vanille,5.0,12.0,468.9,216.3
Seychelles,Océan Indien,2006,Girofle,47.0,59.0,806.2,213.5
Seychelles,Océan Indien,2006,Noix de coco,3452.0,549.0,6290.9,1898.7
Réunion,Océan Indien,2006,Canne à sucre,1981298.0,26470.0,74851.8,554763.5
Réunion,Océan Indien,2006,Vanille,25.0,42.0,598.8,1012.9
Réunion,Océan Indien,2006,Café,516.0,1201.0,429.7,1444.7
Réunion,Océan Indien,2006,Girofle,31.0,32.0,965.6,140.8
Réunion,Océan Indien,2006,Noix de coco,6045.0,1034.0,5844.5,3324.7
Brésil,Amériques tropicales,2006,Canne à sucre,770925502.0,10427773.0,73930.0,215859140.5
Brésil,Amériques tropicales,2006,Vanille,166.0,317.0,523.7,6646.2
Brésil,Amériques tropicales,2006,Café,3574294.0,2793649.0,1279.4,10008023.4
Brésil,Amériques tropicales,2006,Girofle,15314.0,11350.0,1349.2,68914.3
Brésil,Amériques tropicales,2006,Noix de coco,3017914.0,502973.0,6000.2,1659852.8
Inde,Asie tropicale,2006,Canne à sucre,325448188.0,4300579.0,75675.4,91125492.6
Inde,Asie tropicale,2006,Vanille,211.0,313.0,673.9,8432.7
Inde,Asie tropicale,2006,Café,389692.0,440364.0,884.9,1091138.1
Inde,Asie tropicale,2006,Girofle,81615.0,49953.0,1633.8,367266.8
Inde,Asie tropicale,2006,Noix de coco,15691836.0,2598423.0,6039.0,8630509.6
Thaïlande,Asie tropicale,2006,Canne à sucre,97753923.0,1363907.0,71672.0,27371098.4
Thaïlande,Asie tropicale,2006,Vanille,41.0,89.0,467.5,1657.7
Thaïlande,Asie tropicale,2006,Café,32921.0,52181.0,630.9,92178.5
Thaïlande,Asie tropicale,2006,Girofle,558.0,681.0,819.1,2510.6
Thaïlande,Asie tropicale,2006,Noix de coco,1197975.0,217547.0,5506.7,658886.0
Indonésie,Asie tropicale,2006,Canne à sucre,36178256.0,586744.0,61659.3,10129911.8
Indonésie,Asie tropicale,2006,Vanille,2272.0,3475.0,653.7,90861.8
Indonésie,Asie tropicale,2006,Café,776669.0,1211856.0,640.9,2174672.4
Indonésie,Asie tropicale,2006,Girofle,122123.0,85556.0,1427.4,549554.8
Indonésie,Asie tropicale,2006,Noix de coco,20119571.0,3392771.0,5930.1,11065763.8
Malaisie,Asie tropicale,2006,Canne à sucre,829934.0,8639.0,96066.0,232381.5
Malaisie,Asie tropicale,2006,Vanille,16.0,34.0,471.4,644.4
Malaisie,Asie tropicale,2006,Café,20128.0,35976.0,559.5,56358.2
Malaisie,Asie tropicale,2006,Girofle,1188.0,1078.0,1102.1,5348.0
Malaisie,Asie tropicale,2006,Noix de coco,515198.0,73080.0,7049.7,283358.6
Madagascar,Afrique de l'Est,2007,Canne à sucre,2299648.0,36508.0,62989.6,643901.4
Madagascar,Afrique de l'Est,2007,Vanille,3458.0,5218.0,662.8,138322.5
Madagascar,Afrique de l'Est,2007,Café,56599.0,161243.0,351.0,158478.2
Madagascar,Afrique de l'Est,2007,Girofle,14762.0,13051.0,1131.0,66426.9
Madagascar,Afrique de l'Est,2007,Noix de coco,,,,
Mozambique,Afrique de l'Est,2007,Canne à sucre,4342443.0,68259.0,63617.6,1215884.1
Mozambique,Afrique de l'Est,2007,Vanille,119.0,279.0,426.6,4752.8
Mozambique,Afrique de l'Est,2007,Café,21663.0,81971.0,264.3,60655.0
Mozambique,Afrique de l'Est,2007,Girofle,2108.0,2391.0,881.8,9487.5
Mozambique,Afrique de l'Est,2007,Noix de coco,21518.0,6726.0,3199.3,11834.6
Kenya,Afrique de l'Est,2007,Canne à sucre,5833226.0,73363.0,79512.3,1633303.3
Kenya,Afrique de l'Est,2007,Vanille,79.0,196.0,404.8,3165.7
Kenya,Afrique de l'Est,2007,Café,51132.0,81992.0,623.6,143169.9
Kenya,Afrique de l'Est,2007,Girofle,814.0,1040.0,783.1,3665.1
Kenya,Afrique de l'Est,2007,Noix de coco,158481.0,30392.0,5214.5,87164.5
Tanzania,Afrique de l'Est,2007,Canne à sucre,2640220.0,45249.0,58348.6,739261.5
Tanzania,Afrique de l'Est,2007,Vanille,200.0,495.0,403.8,7997.0
Tanzania,Afrique de l'Est,2007,Café,56930.0,126838.0,448.8,159404.3
Tanzania,Afrique de l'Est,2007,Girofle,13663.0,12642.0,1080.8,61485.3
Tanzania,Afrique de l'Est,2007,Noix de coco,629701.0,120292.0,5234.8,346335.5
Uganda,Afrique de l'Est,2007,Canne à sucre,1831054.0,34164.0,53596.4,512695.0
Uganda,Afrique de l'Est,2007,Vanille,,,,
Uganda,Afrique de l'Est,2007,Café,283131.0,408590.0,692.9,792767.2
Uganda,Afrique de l'Est,2007,Girofle,194.0,294.0,659.3,872.5
Uganda,Afrique de l'Est,2007,Noix de coco,14421.0,3822.0,3773.1,7931.6
Ethiopia,Afrique de l'Est,2007,Canne à sucre,1135588.0,16855.0,67373.3,317964.6
Ethiopia,Afrique de l'Est,2007,Vanille,36.0,110.0,323.9,1429.8
Ethiopia,Afrique de l'Est,2007,Café,451941.0,597527.0,756.4,1265434.6
Ethiopia,Afrique de l'Est,2007,Girofle,112.0,228.0,491.8,505.3
Maurice,Océan Indien,2007,Canne à sucre,4116216.0,52196.0,78861.2,1152540.5
Maurice,Océan Indien,2007,Vanille,11.0,21.0,512.3,426.0
Maurice,Océan Indien,2007,Girofle,214.0,239.0,893.8,961.5
Maurice,Océan Indien,2007,Noix de coco,8270.0,1509.0,5478.8,4548.5
Comores,Océan Indien,2007,Canne à sucre,17091.0,362.0,47249.9,4785.4
Comores,Océan Indien,2007,Vanille,349.0,586.0,596.3,13965.6
Comores,Océan Indien,2007,Café,5118.0,14829.0,345.1,14330.2
Comores,Océan Indien,2007,Girofle,8942.0,7638.0,1170.7,40237.0
Comores,Océan Indien,2007,Noix de coco,51779.0,11508.0,4499.5,28478.2
Seychelles,Océan Indien,2007,Vanille,5.0,12.0,444.9,218.0
Seychelles,Océan Indien,2007,Girofle,53.0,64.0,827.2,239.8
Seychelles,Océan Indien,2007,Noix de coco,3106.0,515.0,6029.3,1708.2
Réunion,Océan Indien,2007,Canne à sucre,1752434.0,22953.0,76348.3,490681.6
Réunion,Océan Indien,2007,Vanille,25.0,43.0,584.7,1013.1
Réunion,Océan Indien,2007,Café,470.0,1076.0,436.6,1315.9
Réunion,Océan Indien,2007,Girofle,31.0,32.0,963.0,140.5
Réunion,Océan Indien,2007,Noix de coco,5902.0,970.0,6083.4,3245.9
Brésil,Amériques tropicales,2007,Canne à sucre,755260648.0,10240483.0,73752.4,211472981.5
Brésil,Amériques tropicales,2007,Vanille,155.0,326.0,476.4,6215.5
Brésil,Amériques tropicales,2007,Café,3478540.0,2625311.0,1325.0,9739910.7
Brésil,Amériques tropicales,2007,Girofle,16311.0,11699.0,1394.2,73398.9
Brésil,Amériques tropicales,2007,Noix de coco,3039436.0,499149.0,6089.2,1671689.7
Inde,Asie tropicale,2007,Canne à sucre,325315540.0,4348995.0,74802.5,91088351.2
Inde,Asie tropicale,2007,Vanille,214.0,302.0,709.9,8569.5
Inde,Asie tropicale,2007,Café,350642.0,406194.0,863.2,981797.0
Inde,Asie tropicale,2007,Girofle,73168.0,47251.0,1548.5,329258.2
Inde,Asie tropicale,2007,Noix de coco,16167353.0,2507582.0,6447.4,8892043.9
Thaïlande,Asie tropicale,2007,Canne à sucre,76653232.0,1096284.0,69921.0,21462904.9
Thaïlande,Asie tropicale,2007,Vanille,41.0,88.0,468.9,1657.7
Thaïlande,Asie tropicale,2007,Café,31146.0,52300.0,595.5,87207.9
Thaïlande,Asie tropicale,2007,Girofle,467.0,576.0,811.3,2102.6
Thaïlande,Asie tropicale,2007,Noix de coco,1287161.0,236777.0,5436.2,707938.5
Indonésie,Asie tropicale,2007,Canne à sucre,34248737.0,496135.0,69031.1,9589646.2
Indonésie,Asie tropicale,2007,Vanille,2255.0,3369.0,669.3,90189.3
Indonésie,Asie tropicale,2007,Café,709306.0,1012716.0,700.4,1986056.6
Indonésie,Asie tropicale,2007,Girofle,125195.0,87017.0,1438.8,563379.1
Indonésie,Asie tropicale,2007,Noix de coco,20148053.0,3329759.0,6050.9,11081429.3
Malaisie,Asie tropicale,2007,Canne à sucre,777913.0,7364.0,105637.5,217815.6
Malaisie,Asie tropicale,2007,Vanille,16.0,31.0,517.0,642.1
Malaisie,Asie tropicale,2007,Café,19422.0,35306.0,550.1,54381.2
Malaisie,Asie tropicale,2007,Girofle,1179.0,1031.0,1143.0,5304.5
Malaisie,Asie tropicale,2007,Noix de coco,497243.0,71108.0,6992.8,273483.9
Madagascar,Afrique de l'Est,2008,Canne à sucre,2875850.0,45843.0,62732.0,805238.1
Madagascar,Afrique de l'Est,2008,Vanille,3010.0,4325.0,696.1,120408.5
Madagascar,Afrique de l'Est,2008,Café,53886.0,150397.0,358.3,150879.7
Madagascar,Afrique de l'Est,2008,Girofle,16165.0,13454.0,1201.5,72740.4
Madagascar,Afrique de l'Est,2008,Noix de coco,106535.0,29561.0,3603.9,58594.0
Mozambique,Afrique de l'Est,2008,Canne à sucre,,,,
Mozambique,Afrique de l'Est,2008,Vanille,108.0,256.0,421.2,4318.9
Mozambique,Afrique de l'Est,2008,Café,23484.0,85186.0,275.7,65754.1
Mozambique,Afrique de l'Est,2008,Girofle,2046.0,2219.0,921.7,9205.2
Mozambique,Afrique de l'Est,2008,Noix de coco,21351.0,7233.0,2951.8,11743.2
Kenya,Afrique de l'Est,2008,Canne à sucre,5450315.0,71704.0,76011.1,1526088.1
Kenya,Afrique de l'Est,2008,Vanille,85.0,215.0,395.7,3403.5
Kenya,Afrique de l'Est,2008,Café,54286.0,86166.0,630.0,152002.2
Kenya,Afrique de l'Est,2008,Girofle,861.0,1297.0,663.2,3872.3
Kenya,Afrique de l'Est,2008,Noix de coco,147369.0,30039.0,4906.0,81052.8
Tanzania,Afrique de l'Est,2008,Canne à sucre,2564724.0,41305.0,62092.8,718122.7
Tanzania,Afrique de l'Est,2008,Vanille,201.0,463.0,432.9,8025.2
Tanzania,Afrique de l'Est,2008,Café,60572.0,138489.0,437.4,169602.0
Tanzania,Afrique de l'Est,2008,Girofle,12813.0,11971.0,1070.4,57658.4
Tanzania,Afrique de l'Est,2008,Noix de coco,574466.0,112167.0,5121.5,315956.2
Uganda,Afrique de l'Est,2008,Canne à sucre,1901200.0,33621.0,56548.5,532336.1
Uganda,Afrique de l'Est,2008,Vanille,66.0,184.0,360.7,2650.2
Uganda,Afrique de l'Est,2008,Café,307632.0,412538.0,745.7,861369.3
Uganda,Afrique de l'Est,2008,Girofle,195.0,269.0,722.9,875.9
Uganda,Afrique de l'Est,2008,Noix de coco,15751.0,4659.0,3380.9,8662.9
Ethiopia,Afrique de l'Est,2008,Canne à sucre,1118758.0,15227.0,73470.6,313252.3
Ethiopia,Afrique de l'Est,2008,Vanille,35.0,114.0,304.8,1390.3
Ethiopia,Afrique de l'Est,2008,Café,485183.0,613773.0,790.5,1358511.1
Ethiopia,Afrique de l'Est,2008,Girofle,101.0,193.0,523.6,455.1
Maurice,Océan Indien,2008,Canne à sucre,3983722.0,52506.0,75871.2,1115442.1
Maurice,Océan Indien,2008,Vanille,10.0,21.0,507.9,417.5
Maurice,Océan Indien,2008,Girofle,203.0,234.0,867.8,914.7
Maurice,Océan Indien,2008,Noix de coco,7765.0,1377.0,5639.2,4270.8
Comores,Océan Indien,2008,Canne à sucre,14595.0,284.0,51327.1,4086.5
Comores,Océan Indien,2008,Vanille,369.0,596.0,619.4,14774.8
Comores,Océan Indien,2008,Café,5549.0,17023.0,326.0,15538.5
Comores,Océan Indien,2008,Girofle,8831.0,8370.0,1055.1,39740.6
Comores,Océan Indien,2008,Noix de coco,57512.0,12157.0,4730.9,31631.8
Seychelles,Océan Indien,2008,Vanille,5.0,12.0,462.1,215.3
Seychelles,Océan Indien,2008,Girofle,48.0,59.0,817.9,216.2
Seychelles,Océan Indien,2008,Noix de coco,3476.0,566.0,6141.0,1912.0
Réunion,Océan Indien,2008,Canne à sucre,2007210.0,24967.0,80394.9,562018.7
Réunion,Océan Indien,2008,Vanille,25.0,40.0,617.5,998.6
Réunion,Océan Indien,2008,Café,594.0,1393.0,426.2,1662.7
Réunion,Océan Indien,2008,Girofle,34.0,36.0,956.2,152.8
Réunion,Océan Indien,2008,Noix de coco,6620.0,1105.0,5990.7,3641.1
Brésil,Amériques tropicales,2008,Canne à sucre,740321942.0,9905460.0,74738.8,207290143.8
Brésil,Amériques tropicales,2008,Vanille,164.0,328.0,500.1,6567.2
Brésil,Amériques tropicales,2008,Café,3461423.0,2632634.0,1314.8,9691984.1
Brésil,Amériques tropicales,2008,Girofle,16845.0,12201.0,1380.6,75800.7
Brésil,Amériques tropicales,2008,Noix de coco,3115282.0,544609.0,5720.2,1713405.0
Inde,Asie tropicale,2008,Canne à sucre,365593435.0,4719398.0,77466.1,102366161.7
Inde,Asie tropicale,2008,Vanille,218.0,313.0,695.6,8705.0
Inde,Asie tropicale,2008,Café,362569.0,420656.0,861.9,1015193.6
Inde,Asie tropicale,2008,Girofle,77575.0,48634.0,1595.1,349087.3
Inde,Asie tropicale,2008,Noix de coco,16486902.0,2410742.0,6838.9,9067796.3
Thaïlande,Asie tropicale,2008,Canne à sucre,,,,
Thaïlande,Asie tropicale,2008,Vanille,40.0,90.0,443.6,1603.4
Thaïlande,Asie tropicale,2008,Café,30587.0,48114.0,635.7,85642.5
Thaïlande,Asie tropicale,2008,Girofle,464.0,560.0,828.0,2086.1
Thaïlande,Asie tropicale,2008,Noix de coco,1199835.0,206797.0,5802.0,659909.4
Indonésie,Asie tropicale,2008,Canne à sucre,35067938.0,495230.0,70811.4,9819022.7
Indonésie,Asie tropicale,2008,Vanille,2263.0,3465.0,653.2,90523.4
Indonésie,Asie tropicale,2008,Café,754173.0,1097238.0,687.3,2111684.2
Indonésie,Asie tropicale,2008,Girofle,107941.0,73751.0,1463.6,485733.7
Indonésie,Asie tropicale,2008,Noix de coco,19355089.0,3077604.0,6289.0,10645299.1
Malaisie,Asie tropicale,2008,Canne à sucre,857500.0,8810.0,97331.0,240099.9
Malaisie,Asie tropicale,2008,Vanille,16.0,32.0,490.0,628.6
Malaisie,Asie tropicale,2008,Café,20241.0,36185.0,559.4,56674.9
Malaisie,Asie tropicale,2008,Girofle,1229.0,1088.0,1128.9,5528.9
Malaisie,Asie tropicale,2008,Noix de coco,512480.0,72899.0,7030.0,281864.2
Madagascar,Afrique de l'Est,2009,Canne à sucre,2596644.0,45739.0,56770.6,727060.4
Madagascar,Afrique de l'Est,2009,Vanille,3147.0,4842.0,649.9,125875.9
Madagascar,Afrique de l'Est,2009,Café,58320.0,159513.0,365.6,163296.0
Madagascar,Afrique de l'Est,2009,Girofle,16425.0,13955.0,1177.0,73914.5
Madagascar,Afrique de l'Est,2009,Noix de coco,103553.0,30178.0,3431.4,56954.4
Mozambique,Afrique de l'Est,2009,Canne à sucre,4234316.0,67133.0,63073.8,1185608.5
Mozambique,Afrique de l'Est,2009,Vanille,144.0,347.0,415.0,5766.7
Mozambique,Afrique de l'Est,2009,Café,23657.0,81489.0,290.3,66238.6
Mozambique,Afrique de l'Est,2009,Girofle,2147.0,2451.0,875.9,9661.7
Mozambique,Afrique de l'Est,2009,Noix de coco,22511.0,7446.0,3023.3,12381.1
Kenya,Afrique de l'Est,2009,Canne à sucre,5053331.0,62349.0,81049.1,1414932.7
Kenya,Afrique de l'Est,2009,Vanille,80.0,194.0,411.8,3189.8
Kenya,Afrique de l'Est,2009,Café,47856.0,80367.0,595.5,133996.8
Kenya,Afrique de l'Est,2009,Girofle,875.0,1151.0,759.9,3937.4
Kenya,Afrique de l'Est,2009,Noix de coco,,,,
Tanzania,Afrique de l'Est,2009,Canne à sucre,2667262.0,43977.0,60650.8,746833.2
Tanzania,Afrique de l'Est,2009,Vanille,198.0,459.0,431.5,7922.4
Tanzania,Afrique de l'Est,2009,Café,58423.0,126062.0,463.4,163583.1
Tanzania,Afrique de l'Est,2009,Girofle,13805.0,12349.0,1117.9,62122.6
Tanzania,Afrique de l'Est,2009,Noix de coco,607152.0,116517.0,5210.9,333933.4
Uganda,Afrique de l'Est,2009,Canne à sucre,1924742.0,35722.0,53880.8,538927.8
Uganda,Afrique de l'Est,2009,Vanille,64.0,176.0,366.5,2577.6
Uganda,Afrique de l'Est,2009,Café,300926.0,430144.0,699.6,842592.0
Uganda,Afrique de l'Est,2009,Girofle,205.0,298.0,687.5,923.0
Uganda,Afrique de l'Est,2009,Noix de coco,16121.0,4888.0,3298.0,8866.8
Ethiopia,Afrique de l'Est,2009,Canne à sucre,1241295.0,16909.0,73408.9,347562.6
Ethiopia,Afrique de l'Est,2009,Vanille,31.0,94.0,327.0,1232.9
Ethiopia,Afrique de l'Est,2009,Café,488574.0,633279.0,771.5,1368006.4
Ethiopia,Afrique de l'Est,2009,Girofle,104.0,204.0,508.5,467.4
